number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
410,Shieldon,https://static.wikia.nocookie.net/pokemongo/images/5/57/Shieldon.png,Rock,Steel,Sinnoh,Shield,"0,5",57,Shieldon family,76,195,102,10,890,10,92,50%,10%,"87,50%","12,50%","{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
411,Bastiodon,https://static.wikia.nocookie.net/pokemongo/images/f/f4/Bastiodon.png,Rock,Steel,Sinnoh,Shield,"1,3","149,5",Shieldon family,94,286,155,17,1539,14,134,20%,6%,"87,50%","12,50%","{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",No,No,Formerly (3rd tier level),No,Yes,No,2006
412,Burmy,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Burmy.png,Bug,,Sinnoh,Bagworm,"0,2","3,4",Burmy family,53,83,120,10,488,11,106,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
413,Wormadam,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Wormadam.png,Bug,Grass,Sinnoh,Bagworm,"0,5","6,5",Burmy family,141,180,155,20,1773,14,134,15%,7%,N/A,N/A,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No,No,No,No,Yes,No,2006
414,Mothim,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Mothim.png,Bug,Flying,Sinnoh,Moth,"0,9","23,3",Burmy family,185,98,172,21,1815,16,147,15%,7%,N/A,N/A,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No,No,No,No,Yes,No,2006
415,Combee,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Combee.png,Bug,Flying,Sinnoh,Tiny,"0,3","5,5",Combee family,59,83,102,10,494,10,92,15%,7%,"87,50%","12,50%","{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes,No,Formerly (2nd tier level),Formerly,No,No,2006
416,Vespiquen,https://static.wikia.nocookie.net/pokemongo/images/5/52/Vespiquen.png,Bug,Flying,Sinnoh,Beehive,"1,2","38,5",Combee family,149,190,172,23,2005,16,147,15%,7%,N/A,N/A,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No,No,No,No,No,No,2006
417,Pachirisu,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Pachirisu.png,Electric,,Sinnoh,EleSquirrel,"0,4","3,9",Pachirisu family,94,172,155,13,1213,14,134,30%,9%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,No,No,No,No,2006
418,Buizel,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Buizel.png,Water,,Sinnoh,Sea,"0,7","29,5",Buizel family,132,67,146,11,1054,13,127,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
419,Floatzel,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Floatzel.png,Water,,Sinnoh,Sea,"1,1","33,5",Buizel family,221,114,198,29,2443,18,168,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2006
420,Cherubi,https://static.wikia.nocookie.net/pokemongo/images/7/74/Cherubi.png,Grass,,Sinnoh,Cherry,"0,4","3,3",Cherubi family,108,92,128,10,950,12,113,50%,9%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes (Mossy Lure only),No,No,Formerly,Yes,No,2006
421,Cherrim,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Cherrim.png,Grass,,Sinnoh,Blossom,"0,5","9,3",Cherubi family,170,153,172,24,2048,16,147,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,Formerly,Yes,No,2006
422,Shellos,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Shellos.png,Water,,Sinnoh,Sea,"0,3","6,3",Shellos family,103,105,183,12,1136,17,156,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2006
423,Gastrodon,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Gastrodon.png,Water,Ground,Sinnoh,Sea,"0,9","29,9",Shellos family,169,143,244,27,2324,22,204,20%,6%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No,No,No,No,No,No,2006
424,Ambipom,https://static.wikia.nocookie.net/pokemongo/images/5/56/Ambipom.png,Normal,,Sinnoh,Long,"1,2","20,3",Aipom family,205,143,181,29,2418,17,154,20%,6%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,Yes,2006
425,Drifloon,https://static.wikia.nocookie.net/pokemongo/images/2/29/Drifloon.png,Ghost,Flying,Sinnoh,Balloon,"0,4","1,2",Drifloon family,117,80,207,13,1197,19,175,40%,10%,50%,50%,"{'62.5%': ['Grass', 'Poison'], '39%': ['Bug', 'Ground', 'Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
426,Drifblim,https://static.wikia.nocookie.net/pokemongo/images/6/63/Drifblim.png,Ghost,Flying,Sinnoh,Blimp,"1,2",15,Drifloon family,180,102,312,28,2382,29,258,20%,7%,50%,50%,"{'62.5%': ['Grass', 'Poison'], '39%': ['Bug', 'Ground', 'Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,2006
427,Buneary,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Buneary.png,Normal,,Sinnoh,Rabbit,"0,4","5,5",Buneary family,130,105,146,14,1258,13,127,50%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
428,Lopunny,https://static.wikia.nocookie.net/pokemongo/images/0/06/Lopunny.png,Normal,,Sinnoh,Rabbit,"1,2","33,3",Buneary family,156,194,163,24,2059,15,140,20%,6%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),No,Yes,No,2006
429,Mismagius,https://static.wikia.nocookie.net/pokemongo/images/2/25/Mismagius.png,Ghost,,Sinnoh,Magical,"0,9","4,4",Misdreavus family,211,187,155,31,2615,14,134,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",No,No,No,No,Yes,Yes,2006
430,Honchkrow,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Honchkrow.png,Dark,Flying,Sinnoh,Big,"0,9","27,3",Murkrow family,243,103,225,32,2711,21,189,10%,7%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}",No,No,No,No,Yes,Yes,2006
431,Glameow,https://static.wikia.nocookie.net/pokemongo/images/0/08/Glameow.png,Normal,,Sinnoh,Catty,"0,5","3,9",Glameow family,109,82,135,10,934,12,118,40%,10%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,Yes,No,2006
432,Purugly,https://static.wikia.nocookie.net/pokemongo/images/5/51/Purugly.png,Normal,,Sinnoh,Tiger,1,"43,8",Glameow family,172,133,174,23,1953,16,149,15%,8%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,No,Yes,No,2006
433,Chingling,https://static.wikia.nocookie.net/pokemongo/images/0/0c/Chingling.png,Psychic,,Sinnoh,Bell,"0,2","0,6",Chimecho family,114,94,128,11,1005,12,113,N/A,N/A,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No,No,No,No,No,No,2006
434,Stunky,https://static.wikia.nocookie.net/pokemongo/images/7/75/Stunky.png,Poison,Dark,Sinnoh,Skunk,"0,4","19,2",Stunky family,121,90,160,12,1151,15,138,50%,10%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,No,Yes,2006
435,Skuntank,https://static.wikia.nocookie.net/pokemongo/images/5/5a/Skuntank.png,Poison,Dark,Sinnoh,Skunk,1,38,Stunky family,184,132,230,28,2358,21,193,20%,6%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},Yes,No,Formerly (3rd tier level),No,No,Yes,2006
436,Bronzor,https://static.wikia.nocookie.net/pokemongo/images/1/19/Bronzor.png,Steel,Psychic,Sinnoh,Bronze,"0,5","60,5",Bronzor family,43,154,149,10,603,14,129,50%,10%,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
437,Bronzong,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Bronzong.png,Steel,Psychic,Sinnoh,Bronze,"1,3",187,Bronzor family,161,213,167,26,2239,15,143,20%,6%,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",Yes,No,Formerly (4th tier level),No,Yes,No,2006
438,Bonsly,https://static.wikia.nocookie.net/pokemongo/images/5/50/Bonsly.png,Rock,,Sinnoh,Bonsai,"0,5",15,Sudowoodo family,124,133,137,14,1302,12,120,N/A,N/A,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No,Yes (5-km Eggs),No,No,Yes,No,2006
439,Mime Jr.,https://static.wikia.nocookie.net/pokemongo/images/b/b1/Mime_Jr..png,Psychic,Fairy,Sinnoh,Mime,"0,6",13,Mr. Mime family,125,142,85,12,1095,10,79,N/A,N/A,50%,50%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",No,Yes (Native 5-km Eggs),No,No,Yes,No,2006
440,Happiny,https://static.wikia.nocookie.net/pokemongo/images/d/d9/Happiny.png,Normal,,Sinnoh,Playhouse,"0,6","24,4",Chansey family,25,77,225,10,371,21,189,N/A,N/A,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,No,2006
441,Chatot,https://static.wikia.nocookie.net/pokemongo/images/1/17/Chatot.png,Normal,Flying,Sinnoh,Music,"0,5","1,9",Chatot family,183,91,183,20,1791,17,156,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,No,No,No,No,2006
442,Spiritomb,https://static.wikia.nocookie.net/pokemongo/images/f/fc/Spiritomb.png,Ghost,Dark,Sinnoh,Forbidden,1,108,Spiritomb family,169,199,137,24,2072,12,120,10%,4%,50%,50%,"{'62.5%': ['Fighting', 'Poison'], '39%': ['Normal', 'Psychic']}",{'160%': ['Fairy']},No,No,No,Formerly,Yes,No,2006
443,Gible,https://static.wikia.nocookie.net/pokemongo/images/3/37/Gible.png,Dragon,Ground,Sinnoh,Land,"0,7","20,5",Gible family,124,84,151,12,1112,14,131,40%,9%,50%,50%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",Yes,No,Formerly (1st tier level),Yes,Yes,No,2006
444,Gabite,https://static.wikia.nocookie.net/pokemongo/images/f/f6/Gabite.png,Dragon,Ground,Sinnoh,Cave,"1,4",56,Gible family,172,125,169,22,1874,15,145,10%,6%,50%,50%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",Yes,No,No,No,Yes,No,2006
445,Garchomp,https://static.wikia.nocookie.net/pokemongo/images/e/e4/Garchomp.png,Dragon,Ground,Sinnoh,Mach,"1,9",95,Gible family,261,193,239,49,3962,22,200,5%,5%,50%,50%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",No,No,No,No,Yes,No,2006
446,Munchlax,https://static.wikia.nocookie.net/pokemongo/images/8/8e/Munchlax.png,Normal,,Sinnoh,Big,"0,6",105,Snorlax family,137,117,286,22,1892,26,237,N/A,N/A,"87,50%","12,50%",{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,No,No,2006
447,Riolu,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Riolu.png,Fighting,,Sinnoh,Emanation,"0,7","20,2",Lucario family,127,78,120,10,993,11,106,N/A,N/A,"87,50%","12,50%","{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,Yes (10-km Eggs),No,No,Yes,No,2006
448,Lucario,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Lucario.png,Fighting,Steel,Sinnoh,Aura,"1,2",54,Lucario family,236,144,172,32,2703,16,147,10%,5%,"87,50%","12,50%","{'62.5%': ['Dark', 'Dragon', 'Grass', 'Ice', 'Normal', 'Steel'], '39%': ['Bug', 'Poison', 'Rock']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No,No,No,No,Yes,No,2006
449,Hippopotas,https://static.wikia.nocookie.net/pokemongo/images/9/96/Hippopotas.png,Ground,,Sinnoh,Hippo,"0,8","49,5",Hippopotas family,124,118,169,15,1358,15,145,40%,10%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,No,Formerly (2nd tier level),Yes,Yes,Yes,2006
450,Hippowdon,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Hippowdon.png,Ground,,Sinnoh,Heavyweight,2,300,Hippopotas family,201,191,239,37,3085,22,200,15%,8%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2006
451,Skorupi,https://static.wikia.nocookie.net/pokemongo/images/3/3e/Skorupi.png,Poison,Bug,Sinnoh,Scorpion,"0,8",12,Skorupi family,93,151,120,11,1009,11,106,40%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes,Yes (12-km Eggs),Formerly (1st tier level),Formerly,Yes,Yes,2006
452,Drapion,https://static.wikia.nocookie.net/pokemongo/images/1/18/Drapion.png,Poison,Dark,Sinnoh,Ogre,"1,3","61,5",Skorupi family,180,202,172,29,2453,16,147,15%,8%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},Yes,No,Formerly (3rd tier level),No,Yes,Yes,2006
453,Croagunk,https://static.wikia.nocookie.net/pokemongo/images/1/1a/Croagunk.png,Poison,Fighting,Sinnoh,Toxic,"0,7",23,Croagunk family,116,76,134,10,952,12,117,40%,12%,50%,50%,"{'62.5%': ['Dark', 'Fighting', 'Grass', 'Poison', 'Rock'], '39%': ['Bug']}","{'160%': ['Flying', 'Ground'], '256%': ['Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2006
454,Toxicroak,https://static.wikia.nocookie.net/pokemongo/images/1/1f/Toxicroak.png,Poison,Fighting,Sinnoh,Toxic,"1,3","44,4",Croagunk family,211,133,195,30,2488,18,165,15%,7%,50%,50%,"{'62.5%': ['Dark', 'Fighting', 'Grass', 'Poison', 'Rock'], '39%': ['Bug']}","{'160%': ['Flying', 'Ground'], '256%': ['Psychic']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2006
455,Carnivine,https://static.wikia.nocookie.net/pokemongo/images/f/f3/Carnivine.png,Grass,,Sinnoh,Bug,"1,4",27,Carnivine family,187,136,179,25,2159,16,153,90%,1%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,No,No,No,2006
456,Finneon,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Finneon.png,Water,,Sinnoh,Wing,"0,4",7,Finneon family,96,116,135,10,971,12,118,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,No,No,No,2006
457,Lumineon,https://static.wikia.nocookie.net/pokemongo/images/e/e9/Lumineon.png,Water,,Sinnoh,Neon,"1,2",24,Finneon family,142,170,170,21,1814,15,146,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (3rd tier level),No,No,No,2006
458,Mantyke,https://static.wikia.nocookie.net/pokemongo/images/6/69/Mantyke.png,Water,Flying,Sinnoh,Kite,1,65,Mantine family,105,179,128,14,1248,12,113,N/A,N/A,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",No,Yes (5-km Eggs),No,No,No,No,2006
459,Snover,https://static.wikia.nocookie.net/pokemongo/images/0/09/Snover.png,Grass,Ice,Sinnoh,Frost,1,"50,5",Snover family,115,105,155,12,1159,14,134,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fighting', 'Flying', 'Poison', 'Rock', 'Steel'], '256%': ['Fire']}",Yes,No,Formerly (1st tier level),Yes,Yes,Yes,2006
460,Abomasnow,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Abomasnow.png,Grass,Ice,Sinnoh,Frost,"2,2","135,5",Snover family,178,158,207,28,2362,19,175,"12,50%",6%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fighting', 'Flying', 'Poison', 'Rock', 'Steel'], '256%': ['Fire']}",Yes,No,Formerly (4th tier level),No,Yes,Yes,2006
461,Weavile,https://static.wikia.nocookie.net/pokemongo/images/5/57/Weavile.png,Dark,Ice,Sinnoh,Sharp,"1,1",34,Sneasel family,243,171,172,36,3005,16,147,15%,9%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Ice'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fire', 'Rock', 'Steel'], '256%': ['Fighting']}",No,No,No,No,Yes,Yes,2006
462,Magnezone,https://static.wikia.nocookie.net/pokemongo/images/5/5a/Magnezone.png,Electric,Steel,Sinnoh,Magnet,"1,2",180,Magnemite family,238,205,172,39,3205,16,147,"12,50%",5%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}",No,No,No,No,Yes,Yes,2006
463,Lickilicky,https://static.wikia.nocookie.net/pokemongo/images/a/ab/Lickilicky.png,Normal,,Sinnoh,Licking,"1,7",140,Lickitung family,161,181,242,29,2467,22,203,15%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,No,2006
464,Rhyperior,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Rhyperior.png,Ground,Rock,Sinnoh,Drill,"2,4","282,8",Rhyhorn family,241,190,251,46,3733,23,210,5%,5%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",No,No,No,No,Yes,No,2006
465,Tangrowth,https://static.wikia.nocookie.net/pokemongo/images/b/be/Tangrowth.png,Grass,,Sinnoh,Vine,2,"128,6",Tangela family,207,184,225,37,3030,21,189,15%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,Yes,Yes,2006
466,Electivire,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Electivire.png,Electric,,Sinnoh,Thunderbolt,"1,8","138,6",Electabuzz family,249,163,181,37,3079,17,154,15%,10%,75%,25%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No,No,No,No,Yes,Yes,2006
467,Magmortar,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magmortar.png,Fire,,Sinnoh,Blast,"1,6",68,Magmar family,247,172,181,38,3132,17,154,15%,10%,75%,25%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",No,No,No,No,Yes,Yes,2006
468,Togekiss,https://static.wikia.nocookie.net/pokemongo/images/7/7b/Togekiss.png,Fairy,Flying,Sinnoh,Jubilee,"1,5",38,Togepi family,225,217,198,41,3332,18,168,1%,5%,"87,50%","12,50%","{'62.5%': ['Dark', 'Grass'], '39%': ['Bug', 'Dragon', 'Fighting', 'Ground']}","{'160%': ['Electric', 'Ice', 'Poison', 'Rock', 'Steel']}",No,No,Formerly (3rd tier level),No,Yes,No,2006
469,Yanmega,https://static.wikia.nocookie.net/pokemongo/images/c/ca/Yanmega.png,Bug,Flying,Sinnoh,Ogre,"1,9","51,5",Yanma family,231,156,200,36,2946,18,169,"17,50%",5%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No,No,No,No,Yes,No,2006
470,Leafeon,https://static.wikia.nocookie.net/pokemongo/images/9/91/Leafeon.png,Grass,,Sinnoh,Verdant,1,"25,5",Eevee family,216,219,163,36,2944,15,140,"12,50%",6%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,Yes,No,2006
471,Glaceon,https://static.wikia.nocookie.net/pokemongo/images/f/fa/Glaceon.png,Ice,,Sinnoh,Fresh,"0,8","25,9",Eevee family,238,205,163,38,3126,15,140,"12,50%",6%,"87,50%","12,50%",{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No,No,Formerly (3rd tier level),No,Yes,No,2006
472,Gliscor,https://static.wikia.nocookie.net/pokemongo/images/4/40/Gliscor.png,Ground,Flying,Sinnoh,Fang,2,"42,5",Gligar family,185,222,181,32,2692,17,154,"12,50%",9%,50%,50%,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Poison'], '39%': ['Ground']}","{'160%': ['Water'], '256%': ['Ice']}",No,No,No,No,Yes,Yes,2006
473,Mamoswine,https://static.wikia.nocookie.net/pokemongo/images/7/77/Mamoswine.png,Ice,Ground,Sinnoh,Twin,"2,5",291,Swinub family,247,146,242,41,3328,22,203,5%,5%,50%,50%,"{'62.5%': ['Poison'], '39%': ['Electric']}","{'160%': ['Fighting', 'Fire', 'Grass', 'Steel', 'Water']}",No,No,No,No,Yes,Yes,2006
474,Porygon-Z,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Porygon-Z.png,Normal,,Sinnoh,Virtual,"0,9",34,Porygon family,264,150,198,40,3266,18,168,5%,5%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,Yes,2006
475,Gallade,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Gallade.png,Psychic,Fighting,Sinnoh,Blade,"1,6",52,Ralts family,237,195,169,38,3093,15,145,5%,5%,N/A,N/A,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}",No,No,Formerly (3rd tier level),No,Yes,Yes,2006
476,Probopass,https://static.wikia.nocookie.net/pokemongo/images/6/64/Probopass.png,Rock,Steel,Sinnoh,Compass,"1,4",340,Nosepass family,135,275,155,24,2080,14,134,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",No,No,No,No,Yes,Yes,2006
477,Dusknoir,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Dusknoir.png,Ghost,,Sinnoh,Gripper,"2,2","106,6",Duskull family,180,254,128,28,2388,12,113,10%,5%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",No,No,No,No,Yes,Yes,2006
478,Froslass,https://static.wikia.nocookie.net/pokemongo/images/c/c3/Froslass.png,Ice,Ghost,Sinnoh,Snow,"1,3","26,6",Snorunt family,171,150,172,24,2040,16,147,20%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Fighting', 'Ice', 'Poison'], '39%': ['Normal']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Rock', 'Steel']}",No,No,No,No,Yes,No,2006
479,Rotom,https://static.wikia.nocookie.net/pokemongo/images/a/a5/Rotom.png,Electric,Ghost,Sinnoh,Plasma,"0,3","0,3",Rotom family,185,159,137,24,2031,12,120,30%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Electric', 'Flying', 'Poison', 'Steel'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground']}",No,No,No,No,No,No,2006
480,Uxie,https://static.wikia.nocookie.net/pokemongo/images/e/e5/Uxie.png,Psychic,,Sinnoh,Knowledge,"0,3","0,3",Uxie family,156,270,181,30,2524,17,154,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (5th tier level),No,Yes,No,2006
